tns_name,previous_name,repeater_name,ra,ra_err,ra_notes,dec,dec_err,dec_notes,gl,gb,exp_up,exp_up_err,exp_up_notes,exp_low,exp_low_err,exp_low_notes,bonsai_snr,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes,sub_num,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,excluded_flag
FRB20190116A,-9999,FRB20190116B,192.33,0.15,-9999,27.15,0.24,-9999,210.17,89.53,12.8,7.7,-9999,-9999.0,-9999.0,-9999,15.8,446.4,0.0,3.5,0.0,7.0,19.9,445.48,0.21,425.6,425.9,0.01278,<0.0075,-9999.0,0.32,0.15,-9999,3.7,1.4,-9999,0,58499.54692066,4.1e-08,58499.546787075,7.5e-08,0.00554,0.00097,27.7,4.8,-29.8,5.1,800.2,482.3,636.8,881121.956,882810,0.291,0
FRB20190116B,190116.J1249+27,FRB20190116B,192.33,0.15,-9999,27.15,0.24,-9999,210.17,89.53,12.8,7.7,-9999,-9999.0,-9999.0,-9999,12.9,441.6,0.0,3.5,0.0,7.0,21.9,443.549,0.021,423.7,424.0,0.00688,<0.0021,-9999.0,0.46,0.29,-9999,2.0,1.0,-9999,0,58499.5474588367,3.4e-09,58499.547325832,7.2e-09,0.00173,0.00017,20.7,3.0,-54.7,7.6,593.8,400.2,483.6,449484.73,449306,0.278,0
FRB20190116C,-9999,-9999,249.32,0.013,-9999,70.96,0.025,-9999,103.22,36.26,40.0,6.0,-9999,34.4,1.8,-9999,74.4,629.2,2.4,2.4,11.1,11.0,210.6,629.27648,0.00029,587.4,593.6,0.00295,<0.00072,-9999.0,28.0,12.0,-9999,65.0,26.0,-9999,0,58499.70433370568,1.7e-10,58499.70414500793,1.9e-10,0.0007082,4.7e-06,15.36,0.29,-14.81,0.3,800.2,453.1,672.1,495482.371,437754,0.297,0
FRB20190116F,-9999,-9999,261.67,0.21,-9999,75.0,0.23,-9999,106.48,31.58,46.0,26.0,-9999,40.0,18.0,-9999,13.6,315.4,10.9,1.8,19.4,3.4,15.3,316.9203,0.0082,270.1,275.6,0.00295,<0.0015,-9999.0,0.49,0.18,-9999,1.54,0.62,-9999,0,58499.7365435821,2.9e-09,58499.7364485489,3.8e-09,0.00123,0.00013,3.6,1.7,-3.8,2.1,800.2,400.2,637.5,437610.741,438970,0.295,0
FRB20190117D,-9999,-9999,208.87,0.14,-9999,31.68,0.2,-9999,54.84,75.35,11.7,6.3,-9999,-9999.0,-9999.0,-9999,15.7,1175.9,0.0,2.9,0.0,5.3,20.1,1178.063,0.011,1155.5,1157.6,0.00295,0.000405,9.9e-05,0.78,0.4,-9999,3.5,1.5,-9999,0,58500.5875235317,3e-09,58500.5871702722,4.5e-09,0.00126,0.00013,0.4,1.0,-4.3,1.7,800.2,400.2,419.2,433558.119,431673,0.307,0
FRB20190117A,190117.J2207+17,FRB20190117A,331.71,0.15,-9999,17.37,0.26,-9999,76.31,-30.23,12.5,6.9,-9999,-9999.0,-9999.0,-9999,24.2,393.1,0.0,5.6,0.0,10.6,96.9,393.3602,0.0022,345.2,353.3,0.00393,<0.0015,-9999.0,2.5,1.2,-9999,9.9,4.6,-9999,0,58500.92953830941,5.9e-10,58500.92942035461,8.8e-10,0.001494,2.2e-05,55.6,1.7,-117.0,3.5,584.0,441.1,507.6,451873.39,443834,0.287,0
FRB20190118A,-9999,-9999,253.31,0.029,-9999,11.55,0.084,-9999,30.1,31.42,11.6,6.9,-9999,-9999.0,-9999.0,-9999,47.2,224.8,0.0,5.8,0.0,10.3,183.4,225.10795,0.00072,171.7,182.4,0.00197,0.0002824,5.7e-06,9.3,3.5,-9999,18.0,6.6,-9999,0,58501.70991104028,3.6e-10,58501.70984353837,4.2e-10,0.000140,1.6e-05,19.42,0.37,-56.71,0.97,580.9,400.2,474.9,231901.935,213097,0.315,0
FRB20190121A,-9999,-9999,354.74,0.15,-9999,78.6,0.023,-9999,119.26,16.25,23.0,27.0,A significant fraction of the localization region of the burst is falling between the FWHM of two beams resulting in a large error on the exposure. See Section 2.2.,16.0,14.0,-9999,31.3,423.8,18.6,5.3,38.4,10.6,45.8,425.3534,0.0058,338.0,319.1,0.00786,0.00334,0.00031,1.7,1.1,-9999,10.8,6.3,-9999,0,58504.9815914317,2.3e-09,58504.9814638832,2.9e-09,0.00108,0.00011,4.5,0.62,-8.39,0.85,800.2,400.2,523.2,667325.862,654809,0.299,0
FRB20190122C,-9999,-9999,200.6,0.072,-9999,17.57,0.16,-9999,341.32,78.07,17.0,2.4,-9999,-9999.0,-9999.0,-9999,43.2,690.7,0.0,15.1,0.0,29.6,110.7,689.902,0.0078,665.5,669.6,0.01475,0.00010367,6.5e-07,4.2,2.7,-9999,47.0,30.0,-9999,5,58505.551653462,6.2e-08,58505.551446585,6.2e-08,0.0050,0.001,-1.4,1.2,-4.4,2.4,715.1,400.2,400.2,1043356.419,1027488,0.34,0
FRB20190124B,-9999,-9999,214.69,0.089,-9999,28.8,0.17,-9999,42.99,70.67,14.1,4.4,-9999,-9999.0,-9999.0,-9999,14.5,443.2,0.0,5.9,0.0,10.4,41.1,441.3838,0.0098,419.8,420.3,0.01475,0.00706,0.00063,0.97,0.39,-9999,11.7,4.4,-9999,0,58507.5885912081,4e-09,58507.5884588527,4.9e-09,0.00150,0.00018,0.8,0.55,-4.88,0.83,800.2,400.2,434.2,1107926.978,1101993,0.292,0
FRB20190124C,-9999,-9999,217.17,0.047,-9999,28.38,0.17,-9999,41.94,68.49,13.4,5.1,-9999,-9999.0,-9999.0,-9999,47.5,302.5,0.0,3.8,0.0,7.2,148.1,303.644,0.0013,282.2,282.2,0.01376,0.000668,2.3e-05,2.5,1.5,-9999,13.7,7.7,-9999,1,58507.59331717261,8.2e-10,58507.59322612051,9.1e-10,0.001773,5.8e-05,1.31,0.23,-8.59,0.46,724.9,400.2,431.9,424332.183,404308,0.351,0
FRB20190124E,-9999,-9999,297.75,0.21,-9999,20.57,0.24,-9999,57.96,-3.09,12.4,7.4,-9999,-9999.0,-9999.0,-9999,13.6,614.6,0.0,10.1,0.0,20.1,17.4,617.79,0.092,225.8,313.3,0.01868,<0.0075,-9999.0,0.64,0.56,-9999,7.3,4.9,-9999,0,58507.817262262,2.1e-08,58507.817077008,3.5e-08,0.00574,0.00089,9.1,2.1,-10.2,2.5,800.2,400.2,625.6,881223.777,881594,0.292,0
FRB20190124F,-9999,-9999,338.92,0.16,-9999,5.3,0.027,-9999,72.47,-43.87,1.8,3.4,A significant fraction of the localization region of the burst is falling between the FWHM of two beams resulting in a large error on the exposure. See Section 2.2.,-9999.0,-9999.0,-9999,35.9,253.9,0.0,1.9,0.0,3.6,60.2,254.7903,0.005,217.2,225.8,0.00197,0.000164,1.4e-05,3.9,1.9,-9999,6.4,3.2,-9999,0,58507.9302442829,1.2e-09,58507.9301678802,2e-09,0.000733,3.9e-05,2.05,0.56,-16.6,1.6,617.4,400.2,425.6,206753.716,203065,0.348,0
FRB20190128B,-9999,-9999,127.44,0.21,-9999,23.29,0.23,-9999,200.92,31.35,12.8,7.6,-9999,-9999.0,-9999.0,-9999,14.1,247.5,0.0,1.7,0.0,2.9,21.4,248.2302,0.0059,191.0,190.8,0.00197,0.000208,5.5e-05,0.81,0.29,-9999,1.64,0.47,-9999,0,58511.3347451133,6e-09,58511.3346706778,6.3e-09,0.000603,6.6e-05,5.3,1.3,-10.3,2.0,800.2,400.2,515.9,452517.417,451129,0.275,0
FRB20190130B,-9999,-9999,172.11,0.16,-9999,16.05,0.072,-9999,238.61,67.8,13.0,5.4,-9999,-9999.0,-9999.0,-9999,23.6,988.3,0.0,2.2,0.0,3.8,65.4,989.0307,0.0036,959.3,968.0,0.00393,0.000769,3.9e-05,0.77,0.36,-9999,2.95,0.94,-9999,0,58513.4540302012,2.4e-09,58513.4537336259,2.7e-09,0.000265,8.8e-05,55.4,2.7,-140.8,6.5,553.6,428.6,487.1,414376.343,409785,0.342,0
FRB20190131E,-9999,-9999,195.65,0.044,-9999,80.92,0.27,-9999,122.39,36.2,71.0,40.0,-9999,72.0,36.0,-9999,20.9,279.8,1.8,0.6,3.3,1.1,50.7,279.8006,0.0025,236.5,243.3,0.00098,0.000164,1.6e-05,3.0,2.0,-9999,5.1,3.4,-9999,0,58514.0116669344,3.3e-09,58514.0115830321,3.4e-09,<0.00023,-9999.0,22.0,1.6,-63.1,4.1,576.8,400.2,476.5,199966.627,197897,0.364,0
FRB20190131D,-9999,-9999,57.46,0.16,-9999,22.75,0.18,-9999,168.11,-24.08,15.0,5.8,-9999,-9999.0,-9999.0,-9999,18.7,642.1,0.0,4.2,0.0,7.9,48.9,642.1218,0.0012,574.6,569.1,0.00197,0.000426,3.1e-05,2.9,1.6,-9999,6.8,3.7,-9999,1,58514.1302172352,9.3e-09,58514.1300246857,9.3e-09,0.000348,7.2e-05,5.3,1.7,-6.9,2.1,800.2,400.2,585.1,424385.421,418900,0.327,0
FRB20190131C,-9999,-9999,166.45,0.22,-9999,10.43,0.27,-9999,241.74,60.05,11.9,6.8,-9999,-9999.0,-9999.0,-9999,13.6,506.3,0.0,2.5,0.0,5.1,21.7,507.7618,0.0027,474.8,484.9,0.00098,<0.00050,-9999.0,0.84,0.66,-9999,2.1,1.6,-9999,0,58514.4322070802,8e-09,58514.4320548204,8e-09,0.000444,2.9e-05,4.5,1.2,-9.9,2.0,800.2,400.2,501.4,204001.903,205194,0.341,0
FRB20190131B,-9999,-9999,354.72,0.24,-9999,11.71,0.23,-9999,96.19,-47.36,13.5,5.8,-9999,-9999.0,-9999.0,-9999,12.2,1801.9,0.0,3.1,0.0,5.6,17.1,1805.729,0.0043,1770.1,1778.2,0.00197,<0.0011,-9999.0,0.99,0.51,-9999,3.3,1.3,-9999,0,58514.95728802,2e-07,58514.95674655,2e-07,0.000920,7.6e-05,16.5,6.5,-11.9,5.9,800.2,514.4,798.1,429293.815,429850,0.31,0
FRB20190201B,-9999,-9999,118.2,0.19,-9999,55.58,0.19,-9999,162.23,30.61,22.0,11.0,-9999,-9999.0,-9999.0,-9999,19.8,748.9,0.0,1.2,0.0,2.4,30.8,749.176,0.01,695.0,698.0,0.00295,0.000572,6.3e-05,0.81,0.44,-9999,2.3,1.2,-9999,0,58515.2952307945,6.1e-09,58515.295006143,6.8e-09,0.00080,0.00011,1.8,1.0,-14.8,2.6,632.1,400.2,425.9,438206.544,437753,0.297,0
FRB20190202A,-9999,-9999,344.2,0.025,-9999,17.1,0.026,-9999,87.49,-37.76,5.7,4.9,-9999,-9999.0,-9999.0,-9999,101.0,305.7,0.0,2.5,0.0,12.2,236.3,307.3605,0.00046,266.6,274.2,0.00197,<0.00072,-9999.0,41.0,18.0,-9999,95.0,41.0,-9999,0,58516.9195391601,1e-09,58516.9194469936,1e-09,0.0007103,4.7e-06,5.13,0.12,-12.38,0.22,757.8,400.2,492.3,432295.688,376346,0.396,0
FRB20190203A,-9999,-9999,133.68,0.17,-9999,70.82,0.19,-9999,143.2,35.48,40.0,17.0,-9999,39.5,2.8,-9999,32.0,418.9,18.7,2.1,35.2,3.9,61.9,420.5727,0.0043,374.7,381.7,0.00393,0.000832,4.1e-05,1.21,0.64,-9999,4.0,1.9,-9999,0,58517.3314062071,3.5e-09,58517.3312800922,3.7e-09,0.000550,5e-05,25.0,1.3,-75.0,3.6,563.4,400.2,472.9,432800.295,429849,0.31,0
FRB20190204B,-9999,-9999,255.92,0.17,-9999,75.87,0.19,-9999,107.94,32.73,55.0,24.0,-9999,47.0,13.0,-9999,28.0,1463.8,13.0,2.6,23.2,4.7,37.1,1464.9393,0.0049,1419.4,1425.0,0.00295,0.000418,7.7e-05,1.35,0.56,-9999,4.4,1.8,-9999,0,58518.6731057754,6.4e-09,58518.6726664919,6.6e-09,0.001022,5.9e-05,6.23,0.85,-8.7,1.1,800.2,400.2,571.7,411901.847,411609,0.339,0
FRB20190206A,-9999,-9999,244.85,0.22,-9999,9.36,0.26,-9999,23.27,37.95,12.5,6.8,-9999,-9999.0,-9999.0,-9999,13.4,187.6,0.0,10.3,0.0,20.8,43.5,188.3364,0.0061,146.9,152.8,0.0059,0.00274,0.00017,1.4,1.3,-9999,9.1,7.0,-9999,0,58520.6329207424,6.2e-09,58520.632864267,6.4e-09,0.000804,9.7e-05,38.0,2.6,-65.7,4.1,644.6,443.2,534.5,612230.916,612857,0.344,0
FRB20190208B,-9999,-9999,91.0,0.13,-9999,80.88,0.035,-9999,132.78,24.91,38.0,30.0,-9999,102.5,3.5,-9999,96.4,713.3,3.8,1.4,7.3,2.6,165.2,714.22009,0.00054,653.6,653.3,0.00098,0.0001167,3.2e-06,10.3,4.6,-9999,14.3,6.3,-9999,0,58522.210288183,1.8e-09,58522.2100740136,1.8e-09,<0.00010,-9999.0,0.69,0.15,-8.02,0.3,713.9,400.2,417.9,237265.402,216745,0.304,0
FRB20190208C,-9999,-9999,141.55,0.037,-9999,83.56,0.22,-9999,128.8,31.03,103.0,55.0,-9999,96.0,55.0,-9999,16.3,237.8,3.8,1.8,7.3,3.6,31.4,238.3921,0.0024,188.7,193.9,0.00098,<0.00045,-9999.0,1.27,0.85,-9999,1.74,0.88,-9999,0,58522.3389507403,9.3e-09,58522.338879255,9.3e-09,0.000411,1.9e-05,18.7,2.0,-54.6,5.6,583.2,400.2,474.9,217644.686,218266,0.299,0
FRB20190208A,190208.J1855+46,FRB20190208A,283.52,0.15,-9999,46.96,0.22,-9999,76.71,19.04,17.4,9.5,-9999,-9999.0,-9999.0,-9999,12.2,579.1,0.0,3.6,0.0,8.0,31.2,579.843,0.012,508.4,514.6,0.03342,0.00122,0.00027,0.39,0.27,-9999,4.9,2.9,-9999,3,58522.737392318,1.1e-08,58522.737218444,1.2e-08,0.00679,0.00084,29.6,6.8,-101.0,24.0,538.7,400.2,463.2,1363946.463,1357034,0.273,0
FRB20190210B,-9999,-9999,104.18,0.16,-9999,23.7,0.16,-9999,192.11,11.66,16.5,4.8,-9999,-9999.0,-9999.0,-9999,43.9,622.7,0.0,1.1,0.0,1.9,66.0,624.1879,0.0021,507.7,460.1,0.00295,0.000364,1.7e-05,2.6,0.68,-9999,5.3,1.5,-9999,0,58524.2336960434,4.8e-09,58524.2335088715,4.9e-09,0.000397,3.5e-05,-2.45,0.34,-3.09,0.67,696.1,400.2,400.2,441315.327,435929,0.3,0
FRB20190210C,-9999,-9999,295.75,0.24,-9999,89.1,0.25,-9999,121.95,26.92,950.0,330.0,-9999,860.0,250.0,-9999,19.7,642.1,3.2,2.2,5.6,4.0,27.3,643.3669,0.0025,588.1,590.7,0.00197,0.000250,4.3e-05,2.37,0.81,-9999,3.6,1.2,-9999,0,58524.252585852,1.2e-08,58524.252392929,1.2e-08,0.000286,5.1e-05,0.35,0.83,-1.5,1.1,800.2,400.2,448.5,399026.111,397625,0.361,0
FRB20190211A,-9999,-9999,67.06,0.19,-9999,68.64,0.2,-9999,140.63,13.59,34.0,18.0,-9999,-9999.0,-9999.0,-9999,20.2,1188.9,0.0,5.1,0.0,8.8,27.8,1188.256,0.0043,1084.4,1050.5,0.00393,0.00329,0.00068,1.47,0.59,-9999,5.8,1.6,-9999,0,58525.1284192624,2.5e-09,58525.1280629464,2.8e-09,0.00036,0.00012,38.9,5.3,-39.3,5.2,800.2,515.0,656.0,669464.741,664841,0.288,0
FRB20190211B,-9999,-9999,299.62,0.22,-9999,61.37,0.22,-9999,94.41,16.1,25.0,14.0,-9999,-9999.0,-9999.0,-9999,12.7,260.4,0.0,1.2,0.0,2.1,18.4,260.7,0.00068,176.2,169.8,0.00098,0.000152,2.2e-05,0.3,0.14,-9999,1.35,0.38,-9999,0,58525.776227264,1.9e-08,58525.776149089,1.9e-08,<0.00010,-9999.0,1.4,1.3,-7.5,2.4,764.9,400.2,440.1,225099.745,223737,0.281,0
FRB20190212B,-9999,-9999,139.99,0.18,-9999,52.11,0.17,-9999,165.49,43.61,21.5,9.0,-9999,-9999.0,-9999.0,-9999,29.0,600.1,0.0,1.2,0.0,2.2,41.6,600.1866,0.0028,559.0,569.8,0.00295,0.000496,3.3e-05,1.55,0.8,-9999,3.7,1.7,-9999,0,58526.3291564894,8.4e-09,58526.3289765147,8.5e-09,0.000226,7.4e-05,-2.05,0.54,-3.6,1.0,702.0,400.2,400.2,419290.847,414041,0.335,0
FRB20190213D,-9999,-9999,336.45,0.021,-9999,52.71,0.14,-9999,101.8,-4.08,22.3,9.2,-9999,-9999.0,-9999.0,-9999,18.7,1344.1,0.0,2.2,0.0,4.2,25.0,1346.8476,0.0022,1112.3,1097.9,0.00197,<0.00070,-9999.0,1.0,0.55,-9999,2.2,1.2,-9999,0,58527.871028438,1.6e-08,58527.870624566,1.6e-08,0.000626,3.7e-05,26.2,4.2,-25.3,4.1,800.2,496.6,671.4,419030.878,417690,0.329,0
FRB20190214C,-9999,-9999,218.87,0.037,-9999,19.36,0.21,-9999,20.45,64.93,13.4,6.6,-9999,-9999.0,-9999.0,-9999,15.5,533.8,0.0,4.3,0.0,7.8,24.4,533.112,0.02,511.0,510.9,0.00688,0.00108,0.00016,1.02,0.52,-9999,5.2,2.2,-9999,0,58528.539550592,1.6e-08,58528.53939073,1.7e-08,0.00168,0.0002,4.9,1.3,-16.7,2.7,671.7,400.2,463.1,436517.402,434105,0.303,0
FRB20190215B,-9999,-9999,335.04,0.13,-9999,45.34,0.15,-9999,97.0,-9.78,20.0,7.0,-9999,-9999.0,-9999.0,-9999,44.5,273.4,0.0,1.3,0.0,2.3,61.9,274.6295,0.0033,138.4,148.5,0.00197,<0.00092,-9999.0,2.2,1.0,-9999,5.6,2.5,-9999,0,58529.86251879831,5.2e-10,58529.8624364466,1.1e-09,0.000864,2.8e-05,-1.27,0.33,-2.09,0.58,800.2,400.2,400.2,449923.001,444442,0.286,0
FRB20190217A,-9999,-9999,94.88,0.2,-9999,43.11,0.2,-9999,170.78,12.79,16.7,8.9,-9999,-9999.0,-9999.0,-9999,15.4,797.4,0.0,1.1,0.0,2.0,20.7,798.1092,0.0094,687.4,650.5,0.00786,0.00315,0.00067,0.29,0.1,-9999,1.19,0.39,-9999,0,58531.1888641421,4.1e-09,58531.1886248174,5e-09,0.00086,0.00019,3.4,1.3,-6.4,1.7,800.2,400.2,521.5,667833.483,670313,0.282,0
FRB20190218A,-9999,-9999,184.05,0.22,-9999,56.42,0.21,-9999,132.7,60.04,21.0,12.0,-9999,-9999.0,-9999.0,-9999,13.7,1282.7,0.0,1.9,0.0,3.5,16.6,1285.129,0.01,1253.7,1262.4,0.00295,<0.0017,-9999.0,0.54,0.27,-9999,1.65,0.71,-9999,0,58532.4307141648,3.2e-09,58532.4303288002,4.4e-09,0.00141,0.00012,1.7,1.2,-4.5,1.9,800.2,400.2,483.6,448461.437,448698,0.279,0
FRB20190218C,-9999,-9999,156.96,0.13,-9999,77.95,0.11,-9999,131.7,36.62,55.0,29.0,-9999,53.0,23.0,-9999,67.5,318.6,2.3,0.5,4.1,1.0,155.5,319.32387,0.00073,275.6,282.8,0.00098,0.0001113,3.4e-06,19.0,11.0,-9999,31.0,18.0,-9999,0,58532.84734982219,3.7e-10,58532.84725406826,4.3e-10,0.000206,1.1e-05,3.08,0.2,-16.09,0.48,643.0,400.2,440.4,212632.236,191513,0.385,0
FRB20190219A,-9999,-9999,105.78,0.042,-9999,43.13,0.16,-9999,173.87,20.17,19.3,7.1,-9999,-9999.0,-9999.0,-9999,23.0,655.1,0.0,0.4,0.0,0.7,29.8,657.1942,0.0089,578.4,562.1,0.00393,<0.0017,-9999.0,0.305,0.092,-9999,0.96,0.22,-9999,0,58533.2155907122,2.2e-09,58533.2153936429,3.5e-09,0.001592,7.7e-05,-2.69,0.68,-0.2,1.2,800.2,400.2,400.2,440703.501,439578,0.294,0
FRB20190221A,-9999,-9999,132.6,0.05,-9999,9.9,0.26,-9999,217.6,30.89,12.0,6.8,-9999,-9999.0,-9999.0,-9999,13.6,224.8,0.0,2.1,0.0,3.5,22.1,223.806,0.017,170.9,172.7,0.00295,0.000408,7.6e-05,1.23,0.36,-9999,2.33,0.3,-9999,0,58535.2829892939,4.4e-09,58535.2829221825,6.6e-09,0.00097,0.00013,5.1,1.8,-23.9,5.1,606.5,400.2,444.8,407933.415,404921,0.35,0
FRB20190221B,-9999,-9999,286.77,0.21,-9999,27.86,0.22,-9999,59.62,9.17,11.5,6.8,-9999,-9999.0,-9999.0,-9999,13.7,394.7,0.0,4.8,0.0,8.2,15.3,393.124,0.041,227.6,240.0,0.00688,<0.0049,-9999.0,0.69,0.3,-9999,5.6,1.4,-9999,0,58535.7103773463,9.5e-09,58535.710259462,1.5e-08,0.00394,0.00045,-0.3,1.3,-2.4,2.2,800.2,400.2,400.2,665362.285,666666,0.286,0
FRB20190222C,-9999,-9999,239.18,0.04,-9999,40.03,0.19,-9999,63.82,49.81,16.5,8.1,-9999,-9999.0,-9999.0,-9999,16.2,522.5,0.0,0.8,0.0,1.3,29.0,524.0071,0.0066,494.5,497.8,0.00197,<0.00074,-9999.0,0.44,0.12,-9999,0.83,0.14,-9999,0,58536.5736053062,4.1e-09,58536.5734481749,4.5e-09,0.000676,3.4e-05,9.3,2.1,-53.9,8.5,536.4,400.2,436.3,449262.018,448090,0.28,0
FRB20190222A,190222.J2052+69,FRB20190222A,313.06,0.17,-9999,69.83,0.21,-9999,104.88,15.88,33.0,20.0,-9999,-9999.0,-9999.0,-9999,31.2,462.6,0.0,7.5,0.0,14.0,92.4,460.169,0.015,373.0,359.4,0.00885,0.000898,5.3e-05,1.7,0.87,-9999,11.8,5.5,-9999,0,58536.7819608744,1.7e-09,58536.7818228859,4.7e-09,0.001839,7e-05,39.1,1.3,-182.9,5.7,498.2,400.2,445.3,424328.618,417081,0.33,0
FRB20190223A,-9999,-9999,64.72,0.3,-9999,87.65,0.32,-9999,124.98,25.66,300.0,120.0,-9999,290.0,120.0,-9999,13.2,389.8,2.3,1.7,4.7,3.5,20.5,389.2365,0.0097,331.1,332.5,0.00393,<0.00087,-9999.0,0.47,0.31,-9999,1.58,0.74,-9999,0,58537.1502246168,6e-09,58537.1501078985,6.7e-09,0.000763,5.3e-05,21.8,3.4,-103.0,15.0,516.5,400.2,444.8,383741.65,383642,0.384,0
FRB20190224C,-9999,-9999,124.05,0.2,-9999,19.78,0.22,-9999,203.48,27.2,13.0,7.2,-9999,-9999.0,-9999.0,-9999,18.3,495.0,0.0,5.5,0.0,10.3,30.7,497.4,0.0039,437.5,429.2,0.00786,0.00948,0.00081,1.37,0.72,-9999,7.9,3.8,-9999,0,58538.2504318229,5.3e-09,58538.2502826703,5.4e-09,0.00029,0.00014,7.6,2.2,-6.1,2.2,800.2,404.7,747.4,1085203.693,1082233,0.305,0
FRB20190224D,-9999,-9999,331.89,0.2,-9999,89.05,0.23,-9999,122.24,26.41,980.0,330.0,-9999,870.0,250.0,-9999,29.0,752.1,4.0,2.8,7.0,5.0,41.9,752.9522,0.0019,696.7,698.9,0.00197,<0.00072,-9999.0,2.75,0.95,-9999,6.1,2.0,-9999,0,58538.3239581934,3.3e-09,58538.3237324097,3.4e-09,0.000673,2.3e-05,6.96,0.7,-12.3,1.1,800.2,400.2,531.6,400383.823,400058,0.357,0
FRB20190224E,-9999,-9999,183.04,0.034,-9999,61.54,0.13,-9999,131.07,54.96,30.0,11.0,-9999,-9999.0,-9999.0,-9999,46.5,435.1,0.0,1.1,0.0,1.7,71.0,435.8612,0.0012,402.8,411.4,0.00197,<0.00057,-9999.0,2.03,0.41,-9999,4.0,0.81,-9999,0,58538.4172328551,2e-09,58538.4171021558,2e-09,0.000549,1.1e-05,2.22,0.34,-8.64,0.65,762.2,400.2,454.9,442603.08,439578,0.294,0
FRB20190227A,-9999,-9999,108.41,0.11,-9999,56.34,0.15,-9999,160.53,25.29,28.2,6.3,-9999,-9999.0,-9999.0,-9999,63.4,393.1,0.0,3.3,0.0,5.3,112.0,394.0388,0.0012,330.6,327.8,0.00393,<0.0013,-9999.0,3.58,0.62,-9999,12.5,2.1,-9999,0,58541.1969406894,1.6e-09,58541.1968225311,1.7e-09,0.001296,1.6e-05,1.74,0.2,-2.15,0.27,800.2,400.2,599.9,477698.109,444442,0.286,0
FRB20190301A,-9999,FRB20190222A,313.06,0.17,-9999,69.83,0.21,-9999,104.88,15.88,33.0,20.0,-9999,-9999.0,-9999.0,-9999,17.9,461.0,0.0,7.5,0.0,14.0,53.5,459.5613,0.0097,372.4,358.8,0.0059,0.00156,0.00026,1.83,0.73,-9999,8.6,3.3,-9999,1,58543.752112056,3e-08,58543.751974249,3e-08,0.00124,0.00054,69.0,26.0,-99.0,36.0,662.1,487.8,568.3,616152.983,610116,0.347,0
FRB20190303B,-9999,-9999,128.74,0.028,-9999,66.03,0.047,-9999,149.45,35.06,36.0,11.0,-9999,-9999.0,-9999.0,-9999,52.3,192.5,0.0,7.1,0.0,13.3,265.8,193.50698,0.00073,146.4,153.4,0.00492,0.001574,1.6e-05,9.4,4.2,-9999,42.0,19.0,-9999,0,58545.24334498434,9.3e-10,58545.24328695845,9.5e-10,0.000715,1.2e-05,-1.678,0.078,-2.56,0.13,786.7,400.2,400.2,525390.747,477881,0.232,0
FRB20190303C,-9999,-9999,173.24,0.2,-9999,26.32,0.21,-9999,211.1,72.48,13.0,7.5,-9999,-9999.0,-9999.0,-9999,15.6,1088.6,0.0,3.0,0.0,4.8,19.6,1089.655,0.011,1066.6,1070.5,0.0059,<0.0020,-9999.0,0.8,0.18,-9999,3.46,0.46,-9999,0,58545.368733527,1.3e-08,58545.368406777,1.3e-08,0.00176,0.00013,0.5,1.0,-2.3,1.5,800.2,400.2,449.8,460184.558,452954,0.272,0
FRB20190304A,-9999,-9999,124.51,0.036,-9999,74.61,0.21,-9999,139.8,31.79,44.0,26.0,-9999,42.0,13.0,-9999,22.3,483.6,10.8,1.8,18.5,3.2,48.1,483.727,0.011,433.9,439.2,0.00295,0.000901,4.6e-05,0.71,0.31,-9999,2.9,1.1,-9999,0,58546.2279103407,5.4e-09,58546.227765288,6.3e-09,0.000408,9.3e-05,6.3,1.4,-67.3,7.2,504.7,400.2,419.4,394960.166,390329,0.373,0
FRB20190304B,-9999,-9999,204.86,0.19,-9999,24.19,0.21,-9999,20.4,78.8,13.3,7.3,-9999,-9999.0,-9999.0,-9999,20.8,470.7,0.0,0.9,0.0,1.5,28.8,470.0053,0.0057,447.4,449.8,0.00295,0.000622,5.8e-05,0.67,0.26,-9999,2.22,0.59,-9999,0,58546.4534853173,9.1e-09,58546.4533443794,9.2e-09,0.00033,0.0001,-1.24,0.89,-7.4,2.0,646.5,400.2,400.2,458841.965,456601,0.267,0
FRB20190307A,-9999,-9999,254.55,0.21,-9999,9.85,0.27,-9999,28.92,29.59,12.0,7.1,-9999,-9999.0,-9999.0,-9999,12.3,352.6,0.0,0.0,0.0,0.0,18.7,355.337,0.062,297.3,309.6,0.00688,<0.0025,-9999.0,0.0,0.0,-9999,0.0,0.0,-9999,0,58549.5817954829,9.8e-09,58549.58168893,2.1e-08,0.00206,0.00021,19.7,3.5,-29.7,4.9,735.8,421.8,557.1,291898.68,291226,0.532,0
