tns_name,previous_name,repeater_name,ra,ra_err,ra_notes,dec,dec_err,dec_notes,gl,gb,exp_up,exp_up_err,exp_up_notes,exp_low,exp_low_err,exp_low_notes,bonsai_snr,bonsai_dm,low_ft_68,up_ft_68,low_ft_95,up_ft_95,snr_fitb,dm_fitb,dm_fitb_err,dm_exc_ne2001,dm_exc_ymw16,bc_width,scat_time,scat_time_err,flux,flux_err,flux_notes,fluence,fluence_err,fluence_notes,sub_num,mjd_400,mjd_400_err,mjd_inf,mjd_inf_err,width_fitb,width_fitb_err,sp_idx,sp_idx_err,sp_run,sp_run_err,high_freq,low_freq,peak_freq,chi_sq,dof,flag_frac,excluded_flag
FRB20190502C,-9999,-9999,155.6,0.15,-9999,82.97,0.04,-9999,127.98,32.63,98.0,46.0,-9999,63.0,57.0,-9999,23.8,396.3,2.6,1.1,4.9,2.1,28.5,396.835,0.0088,349.4,355.2,0.00197,0.00032,0.0001,3.6,2.0,-9999,8.3,3.5,-9999,0,58605.6640729922,2.7e-09,58605.6639539955,3.8e-09,0.000527,9.4e-05,9.0,1.5,-26.8,3.2,634.3,400.2,473.2,332112.854,332569,0.466,0
FRB20190515B,-9999,-9999,0.83,0.17,-9999,3.41,0.25,-9999,100.26,-57.33,12.2,5.7,-9999,-9999.0,-9999.0,-9999,23.4,820.1,0.0,5.2,0.0,9.7,31.1,822.1887,0.006,789.7,798.4,0.00492,0.00188,0.00022,2.8,1.4,-9999,11.3,4.8,-9999,0,58618.6867896287,2.1e-09,58618.6865430833,2.7e-09,0.00038,0.00014,0.77,0.76,-9.3,1.5,685.6,400.2,417.0,356989.674,354457,0.431,0
FRB20190515D,-9999,-9999,67.13,0.21,-9999,-5.01,0.34,-9999,199.88,-33.89,12.5,6.5,-9999,-9999.0,-9999.0,-9999,13.0,425.4,0.0,12.6,0.0,24.1,35.5,426.0611,0.0054,378.3,367.0,0.00492,0.00149,0.00026,3.0,1.7,-9999,8.8,4.4,-9999,0,58618.8737987932,2.4e-09,58618.8736710326,2.9e-09,0.000420,9.2e-05,30.6,3.0,-54.3,4.8,651.5,431.6,530.2,266492.296,265081,0.574,0
FRB20190516B,-9999,-9999,167.34,0.21,-9999,7.37,0.27,-9999,247.46,58.76,11.5,6.9,-9999,-9999.0,-9999.0,-9999,15.3,1235.8,0.0,7.0,0.0,13.7,19.4,1235.416,0.048,1202.1,1212.2,0.01376,0.00372,0.00059,1.13,0.77,-9999,9.9,5.3,-9999,0,58619.1513926616,8.9e-09,58619.151022204,1.7e-08,0.00149,0.00055,1.1,1.4,-12.2,3.1,647.1,400.2,419.4,507054.52,504329,0.46,0
FRB20190518B,-9999,-9999,175.11,0.21,-9999,20.28,0.24,-9999,232.01,72.39,12.1,7.1,-9999,-9999.0,-9999.0,-9999,12.8,913.9,0.0,2.6,0.0,4.9,16.7,913.7722,0.0039,887.7,893.6,0.00098,<0.00071,-9999.0,1.53,0.68,-9999,2.1,1.0,-9999,0,58621.166374403,3.8e-09,58621.166100395,4e-09,0.000610,5.2e-05,0.4,1.2,-1.1,1.7,800.2,400.2,478.4,379580.436,379994,0.39,0
FRB20190518C,-9999,-9999,242.01,0.071,-9999,4.64,0.21,-9999,16.3,38.1,14.8,3.5,-9999,-9999.0,-9999.0,-9999,34.5,444.8,0.0,6.7,0.0,11.6,46.4,444.0795,0.0035,402.4,408.2,0.00295,0.000288,3e-05,6.7,1.6,-9999,14.8,3.3,-9999,0,58621.3493015979,1.4e-09,58621.3491684342,1.7e-09,0.000635,3.6e-05,6.39,0.66,-15.1,1.2,730.2,400.2,494.3,351087.684,349593,0.438,0
FRB20190518D,-9999,-9999,174.72,0.33,-9999,89.31,0.24,-9999,123.17,27.78,1190.0,300.0,-9999,960.0,290.0,-9999,14.9,202.2,3.5,2.4,6.9,4.8,19.3,202.4551,0.0057,148.5,151.8,0.00197,0.000387,7.1e-05,1.36,0.98,-9999,3.0,1.6,-9999,0,58621.3782560302,3.5e-09,58621.3781953211,3.9e-09,0.00026,0.00011,5.4,1.7,-15.6,3.2,698.5,400.2,475.6,353943.657,352633,0.434,0
FRB20190518G,-9999,-9999,94.79,0.2,-9999,75.52,0.14,-9999,138.68,24.22,48.0,27.0,-9999,27.0,19.0,-9999,20.2,525.7,7.9,1.5,15.3,2.7,33.6,524.9464,0.0043,461.9,460.2,0.00098,<0.00072,-9999.0,0.99,0.43,-9999,1.76,0.62,-9999,0,58621.9450263166,2.2e-09,58621.9448689037,2.6e-09,0.000666,2.7e-05,19.8,2.0,-75.3,7.0,543.6,400.2,456.4,370435.485,370266,0.405,0
FRB20190519D,-9999,-9999,164.57,0.18,-9999,42.99,0.031,-9999,170.84,62.15,12.4,9.4,-9999,-9999.0,-9999.0,-9999,18.6,538.6,0.0,0.4,0.0,0.8,25.3,539.771,0.011,509.3,521.1,0.00197,<0.0020,-9999.0,0.36,0.16,-9999,0.81,0.36,-9999,0,58622.133245441,3.1e-09,58622.1330835828,4.6e-09,0.00183,0.0001,-1.46,0.8,-1.9,1.4,800.2,400.2,400.2,436660.794,434106,0.303,0
FRB20190519E,-9999,-9999,168.28,0.2,-9999,41.65,0.2,-9999,170.75,65.2,15.8,8.5,-9999,-9999.0,-9999.0,-9999,17.0,693.9,0.0,0.8,0.0,1.5,30.3,693.8297,0.0011,666.3,677.3,0.00098,<0.00045,-9999.0,1.0,0.47,-9999,1.46,0.67,-9999,0,58622.1449896929,2.7e-09,58622.144781638,2.7e-09,0.000414,2e-05,2.0,2.5,4.1,2.3,800.2,551.0,800.2,218437.16,217050,0.303,0
FRB20190519F,-9999,-9999,165.63,0.2,-9999,77.23,0.22,-9999,130.34,38.29,52.0,29.0,-9999,58.0,22.0,-9999,20.2,799.0,13.9,3.0,24.6,5.5,41.0,797.766,0.023,755.7,763.2,0.00688,0.00136,0.00023,0.75,0.41,-9999,4.0,1.3,-9999,0,58622.145965243,4.9e-09,58622.1457260212,8.4e-09,0.00136,0.00016,21.7,1.8,-86.4,6.3,534.4,400.2,453.9,419609.602,418297,0.328,0
FRB20190519H,-9999,-9999,342.99,0.18,-9999,87.37,0.055,-9999,121.49,24.84,269.0,87.0,-9999,210.0,120.0,-9999,39.7,1169.5,2.5,1.8,5.0,3.6,57.7,1170.8729,0.003,1111.5,1112.4,0.00295,0.000309,2.1e-05,3.2,1.7,-9999,6.6,3.3,-9999,0,58622.6485647745,1.5e-09,58622.6482136712,1.8e-09,0.000255,7.2e-05,2.33,0.51,-14.0,1.2,652.9,400.2,435.0,360357.459,358105,0.425,0
FRB20190520A,-9999,-9999,273.52,0.026,-9999,26.32,0.094,-9999,53.3,19.37,14.7,6.6,-9999,-9999.0,-9999.0,-9999,21.8,431.9,0.0,1.6,0.0,3.0,28.7,432.5063,0.0057,352.8,367.3,0.00197,<0.00071,-9999.0,1.08,0.53,-9999,2.4,1.0,-9999,0,58623.4340678663,3.4e-09,58623.4339381729,3.8e-09,0.000649,3.2e-05,11.4,2.0,-54.3,7.4,546.0,400.2,444.4,374488.098,373914,0.399,0
FRB20190527A,-9999,-9999,12.45,0.2,-9999,7.99,0.067,-9999,122.23,-54.88,9.2,7.5,-9999,-9999.0,-9999.0,-9999,14.8,582.3,0.0,12.9,0.0,24.0,32.8,584.58,0.16,550.9,559.9,0.05702,0.00508,0.00045,0.47,0.36,-9999,10.1,4.1,-9999,1,58630.686200525,1.3e-08,58630.686025231,5e-08,0.00247,0.00065,30.7,3.8,-133.0,15.0,512.2,400.2,449.1,1340704.245,1346100,0.279,0
FRB20190527C,-9999,-9999,100.22,0.13,-9999,57.0,0.038,-9999,158.61,21.11,26.3,7.0,-9999,-9999.0,-9999.0,-9999,48.7,535.4,0.0,6.0,0.0,11.5,80.2,535.4368,0.0019,461.6,451.3,0.00688,0.00381,0.00016,3.0,1.7,-9999,20.0,12.0,-9999,0,58630.93271431925,7.9e-10,58630.93255376069,9.8e-10,0.000491,4.7e-05,0.65,0.28,-3.97,0.4,800.2,400.2,434.3,576333.68,563609,0.396,0
FRB20190531B,-9999,-9999,259.91,0.006,-9999,49.32,0.13,-9999,75.9,34.89,23.0,6.0,-9999,-9999.0,-9999.0,-9999,55.3,166.6,0.0,0.0,0.0,0.0,122.4,167.9597,0.001,124.9,132.6,0.00197,<0.00069,-9999.0,0.0,0.0,-9999,0.0,0.0,-9999,0,58634.36650017866,2.6e-10,58634.36644981349,4e-10,0.0006703,7.8e-06,15.15,0.44,-44.4,1.2,595.9,400.2,474.6,334110.448,327706,0.474,0
FRB20190601A,-9999,-9999,190.11,0.21,-9999,62.72,0.21,-9999,125.09,54.36,25.0,14.0,-9999,-9999.0,-9999.0,-9999,15.1,2228.9,0.0,3.3,0.0,7.2,16.4,2227.891,0.012,2194.9,2203.1,0.0059,<0.0021,-9999.0,0.73,0.63,-9999,2.7,2.4,-9999,0,58635.1706003748,4e-09,58635.169932309,5.3e-09,0.00172,0.00019,7.3,2.1,-7.8,2.5,800.2,400.2,638.9,340448.38,339866,0.454,0
FRB20190601B,-9999,-9999,17.88,0.17,-9999,23.82,0.036,-9999,128.83,-38.82,9.6,7.3,-9999,-9999.0,-9999.0,-9999,29.3,789.3,0.0,5.8,0.0,10.0,62.7,787.795,0.087,745.9,754.7,0.02458,0.00567,0.00026,1.0,0.4,-9999,13.0,3.9,-9999,0,58635.6887036864,6.4e-09,58635.688467454,2.7e-08,0.00404,0.00036,9.7,1.0,-68.6,4.7,515.9,400.2,429.5,890218.259,883113,0.433,0
FRB20190604D,-9999,-9999,199.93,0.2,-9999,15.73,0.24,-9999,334.31,76.85,12.3,6.6,-9999,-9999.0,-9999.0,-9999,15.2,1020.6,0.0,2.4,0.0,4.1,15.0,1021.169,0.01,996.4,1000.8,0.00295,<0.0019,-9999.0,0.82,0.36,-9999,2.48,0.79,-9999,0,58638.1886530344,5.8e-09,58638.1883468221,6.5e-09,0.00163,0.00015,6.3,2.0,-7.1,2.5,800.2,400.2,622.6,335648.824,335002,0.462,0
FRB20190604A,190604.J1435+53,FRB20190604A,218.78,0.16,-9999,53.28,0.17,-9999,93.76,57.58,22.0,9.9,-9999,-9999.0,-9999.0,-9999,33.8,553.2,0.0,3.4,0.0,6.4,70.0,552.485,0.024,520.9,528.7,0.00983,0.00183,0.00018,0.92,0.41,-9999,7.8,2.5,-9999,0,58638.2430236954,4e-09,58638.2428580248,8.3e-09,0.00184,0.00012,29.1,1.6,-182.4,8.8,484.9,400.2,433.4,515810.945,515273,0.448,0
FRB20190604E,-9999,-9999,235.59,0.21,-9999,32.06,0.21,-9999,51.08,52.76,11.4,6.4,-9999,-9999.0,-9999.0,-9999,16.8,1218.0,0.0,1.4,0.0,2.5,19.7,1218.5965,0.0077,1192.6,1193.4,0.00197,<0.0011,-9999.0,1.16,0.49,-9999,2.26,0.82,-9999,0,58638.2887713904,4.5e-09,58638.2884059764,5.1e-09,0.000962,6.8e-05,-1.2,1.0,-2.5,1.9,800.2,400.2,400.2,342204.039,341690,0.451,0
FRB20190604G,-9999,-9999,120.81,0.023,-9999,59.5,0.15,-9999,157.7,32.15,27.0,12.0,-9999,-9999.0,-9999.0,-9999,21.1,231.3,0.0,2.0,0.0,3.2,24.8,233.0453,0.0097,181.6,186.5,0.00492,0.000311,5e-05,1.15,0.3,-9999,4.49,0.75,-9999,0,58638.9669740651,4e-09,58638.9669041831,4.9e-09,0.001190,9.8e-05,-2.52,0.82,-0.5,1.4,800.2,400.2,400.2,351006.664,352025,0.435,0
FRB20190605C,-9999,-9999,168.32,0.048,-9999,-5.19,0.093,-9999,262.97,49.91,3.7,5.0,A significant fraction of the localization region of the burst is falling between the FWHM of two beams resulting in a large error on the exposure. See Section 2.2.,-9999.0,-9999.0,-9999,25.4,186.0,0.0,2.0,0.0,3.8,47.5,187.6421,0.0023,149.8,160.7,0.00098,<0.00052,-9999.0,4.6,1.5,-9999,4.4,1.5,-9999,0,58639.0977655733,2.2e-09,58639.097709306,2.3e-09,0.000495,1.5e-05,9.9,1.0,-40.5,3.4,573.9,400.2,452.2,158225.607,156250,0.498,0
FRB20190606B,-9999,-9999,108.79,0.18,-9999,86.85,0.19,-9999,126.46,27.41,228.0,89.0,-9999,206.0,96.0,-9999,29.2,275.0,14.5,9.5,26.0,17.0,39.9,277.486,0.017,222.4,225.2,0.00688,0.00481,0.0004,2.62,0.87,-9999,17.4,5.4,-9999,0,58640.9303041898,4.2e-09,58640.9302209816,6.6e-09,0.00101,0.0002,12.4,1.2,-17.5,1.5,800.2,400.2,569.2,709663.506,707705,0.432,0
FRB20190607A,-9999,-9999,26.23,0.04,-9999,23.66,0.06,-9999,138.44,-37.6,17.6,3.2,-9999,-9999.0,-9999.0,-9999,97.7,559.7,0.0,2.2,0.0,3.6,142.0,562.4528,0.0038,518.5,527.4,0.00492,0.000395,2.7e-05,4.35,0.8,-9999,21.3,3.7,-9999,0,58641.6941281443,1.1e-09,58641.6939594846,1.6e-09,0.001736,3.6e-05,-0.99,0.17,-3.73,0.3,777.4,400.2,400.2,357375.265,344729,0.446,0
FRB20190607B,-9999,-9999,42.02,0.18,-9999,49.62,0.19,-9999,141.57,-8.98,20.0,10.0,-9999,-9999.0,-9999.0,-9999,15.8,289.5,0.0,2.9,0.0,4.8,17.5,289.376,0.0048,151.1,127.6,0.00295,<0.0011,-9999.0,1.06,0.36,-9999,3.2,0.61,-9999,0,58641.7374748944,1.9e-09,58641.7373881207,2.4e-09,0.000916,7.9e-05,2.0,1.4,-0.7,1.7,800.2,400.2,800.2,353584.416,352026,0.435,0
FRB20190609B,-9999,-9999,210.49,0.15,-9999,88.35,0.067,-9999,122.36,28.7,470.0,130.0,-9999,340.0,100.0,-9999,41.2,292.8,5.5,3.5,10.4,6.8,76.5,292.1875,0.001,239.9,243.9,0.00098,<0.00057,-9999.0,11.5,4.9,-9999,22.2,8.4,-9999,0,58643.69978164259,3.3e-10,58643.69969402589,4.5e-10,0.000550,1e-05,4.11,0.33,-10.46,0.58,778.7,400.2,487.1,344323.993,333178,0.465,0
FRB20190609D,-9999,-9999,115.94,0.041,-9999,51.69,0.18,-9999,166.52,28.86,20.0,10.0,-9999,-9999.0,-9999.0,-9999,16.6,509.5,0.0,1.5,0.0,2.7,16.2,511.714,0.043,454.2,454.3,0.00295,<0.0020,-9999.0,0.66,0.34,-9999,2.36,0.94,-9999,0,58643.9397522146,3.6e-09,58643.93959877,1.3e-08,0.00158,0.00019,-1.6,2.7,-17.0,10.0,552.6,400.2,400.2,377458.876,375738,0.396,0
FRB20190614B,-9999,-9999,332.86,0.033,-9999,24.69,0.05,-9999,82.65,-25.4,7.6,7.2,-9999,-9999.0,-9999.0,-9999,57.6,580.7,0.0,2.3,0.0,3.9,54.8,581.9146,0.0013,527.0,535.0,0.00197,<0.00068,-9999.0,4.5,1.6,-9999,8.4,2.8,-9999,0,58648.5288593349,1.8e-09,58648.5286848393,1.8e-09,0.000648,1.6e-05,0.81,0.36,-2.75,0.54,800.2,400.2,463.9,366407.892,358714,0.424,0
FRB20190614C,-9999,-9999,356.5,0.23,-9999,35.91,0.23,-9999,108.34,-25.1,14.0,8.3,-9999,-9999.0,-9999.0,-9999,12.0,585.5,0.0,2.7,0.0,4.7,9.7,589.163,0.049,531.7,540.2,0.00492,<0.0033,-9999.0,0.5,0.26,-9999,2.91,0.95,-9999,0,58648.5924826495,9.4e-09,58648.59230598,1.7e-08,0.00259,0.00035,-9.4,1.9,9.6,3.1,800.2,400.2,400.2,372256.93,372698,0.401,0
FRB20190621C,-9999,-9999,206.57,0.21,-9999,5.23,0.29,-9999,336.18,64.5,11.6,6.4,-9999,-9999.0,-9999.0,-9999,14.4,571.0,0.0,3.6,0.0,6.3,17.5,570.2672,0.0041,544.6,547.8,0.00098,<0.00051,-9999.0,1.98,0.63,-9999,2.38,0.54,-9999,0,58655.159513075,1.1e-08,58655.159342072,1.1e-08,0.000443,3.6e-05,39.1,6.8,-101.0,17.0,564.4,417.5,485.4,174612.684,173274,0.443,0
FRB20190621D,-9999,-9999,270.63,0.016,-9999,78.89,0.17,-9999,110.51,28.93,61.0,34.0,-9999,49.0,33.0,-9999,17.4,645.4,14.1,3.9,26.9,7.6,20.0,647.514,0.02,596.8,601.4,0.00393,<0.0026,-9999.0,0.89,0.52,-9999,4.3,1.9,-9999,0,58655.343707987,1e-08,58655.34351382,1.2e-08,0.00229,0.00016,7.4,1.7,-22.3,4.2,651.1,400.2,472.1,372236.999,372698,0.401,0
FRB20190623B,-9999,-9999,335.22,0.18,-9999,46.12,0.18,-9999,97.54,-9.2,18.4,8.5,-9999,-9999.0,-9999.0,-9999,25.3,1554.4,0.0,2.0,0.0,3.4,37.2,1556.765,0.0055,1413.0,1422.0,0.00197,0.00072,0.00016,1.58,0.49,-9999,2.78,0.87,-9999,0,58657.5117840618,1.7e-09,58657.511317243,2.4e-09,<0.00044,-9999.0,54.2,5.0,-57.1,5.1,786.4,526.2,643.3,380003.41,379385,0.391,0
FRB20190623C,-9999,-9999,192.31,0.24,-9999,86.03,0.31,-9999,122.98,31.1,162.0,78.0,-9999,163.0,79.0,-9999,12.5,1049.8,3.9,2.2,7.0,4.1,15.0,1049.826,0.004,1001.0,1006.2,0.0059,0.00159,0.00037,1.92,0.98,-9999,5.9,1.7,-9999,0,58657.6306079077,1.6e-09,58657.630293102,2e-09,<0.00018,-9999.0,-0.4,1.6,-0.6,2.0,800.2,400.2,400.2,348288.642,345945,0.444,0
FRB20190624A,-9999,-9999,168.32,0.2,-9999,69.78,0.051,-9999,134.65,45.05,32.0,18.0,-9999,-9999.0,-9999.0,-9999,15.3,973.7,0.0,1.5,0.0,2.7,19.2,973.847,0.033,936.0,944.7,0.0059,0.00095,0.00022,0.58,0.26,-9999,3.01,0.98,-9999,0,58658.0483736175,5.5e-09,58658.048081595,1.1e-08,0.00152,0.00025,-5.3,1.1,2.2,1.9,704.0,400.2,400.2,385623.361,383641,0.384,0
FRB20190624B,-9999,-9999,304.65,0.068,-9999,73.61,0.2,-9999,106.73,20.13,45.0,22.0,-9999,42.0,11.0,-9999,39.1,215.1,1.6,0.2,2.6,0.4,80.4,213.9222,0.002,144.2,141.2,0.00098,<0.00040,-9999.0,16.5,4.4,-9999,20.0,5.2,-9999,0,58658.92438010847,4.5e-10,58658.92431596078,7.6e-10,0.000372,1.6e-05,34.8,1.4,-43.2,1.6,754.3,475.4,598.8,164386.993,151994,0.512,0
FRB20190625C,-9999,-9999,73.2,0.21,-9999,11.1,0.051,-9999,188.2,-20.14,10.0,7.3,-9999,-9999.0,-9999.0,-9999,12.1,441.6,0.0,3.4,0.0,5.9,21.1,442.2388,0.0043,366.1,337.3,0.00098,<0.00063,-9999.0,2.22,0.59,-9999,4.02,0.83,-9999,0,58659.77532216966,9.1e-10,58659.7751895579,1.6e-09,0.000547,4e-05,0.3,1.0,-5.9,2.0,768.7,400.2,410.7,335188.999,333178,0.465,0
FRB20190625D,-9999,-9999,115.02,0.013,-9999,4.87,0.033,-9999,214.12,13.03,9.6,5.9,-9999,-9999.0,-9999.0,-9999,36.3,716.6,0.0,4.7,0.0,8.1,66.9,717.8831,0.0028,616.5,587.1,0.00197,<0.00072,-9999.0,5.3,1.3,-9999,12.1,2.1,-9999,0,58659.89395235612,3.7e-10,58659.89373708838,9.2e-10,0.000687,1.7e-05,17.84,0.95,-76.1,3.6,535.5,400.2,450.0,307048.714,305818,0.509,0
FRB20190627B,-9999,-9999,256.4,0.14,-9999,40.79,0.13,-9999,65.18,36.74,20.9,4.9,-9999,-9999.0,-9999.0,-9999,56.2,428.6,0.0,2.8,0.0,4.6,68.4,430.3224,0.0016,388.3,396.7,0.00295,0.000620,3.9e-05,4.06,0.61,-9999,10.2,1.4,-9999,0,58661.28223901965,6.7e-10,58661.2821099812,8.2e-10,0.000444,2.6e-05,2.08,0.37,-4.61,0.5,800.2,400.2,501.6,352263.636,347769,0.441,0
FRB20190627C,-9999,-9999,267.88,0.078,-9999,71.58,0.16,-9999,102.22,30.35,46.0,16.0,-9999,38.8,7.2,-9999,49.9,968.9,24.2,2.7,41.6,4.7,57.0,968.6127,0.0027,920.6,925.8,0.00197,0.000164,1.7e-05,4.0,1.5,-9999,11.3,4.0,-9999,0,58661.3078941547,7.3e-10,58661.307603702,1.1e-09,0.000820,3.2e-05,-0.19,0.35,-3.33,0.59,800.2,400.2,400.2,349021.926,345945,0.444,0
FRB20190627D,-9999,-9999,295.33,0.22,-9999,43.84,0.22,-9999,77.24,10.21,15.9,9.4,-9999,-9999.0,-9999.0,-9999,12.0,1999.2,0.0,1.7,0.0,2.9,15.0,2002.242,0.015,1870.2,1861.3,0.00786,0.00270,0.00073,0.236,0.078,-9999,1.54,0.28,-9999,0,58661.3901815533,6.2e-09,58661.3895811518,7.6e-09,<0.0014,-9999.0,5.2,1.9,-13.9,3.3,724.3,400.2,482.4,359610.349,358105,0.425,0
FRB20190628B,-9999,-9999,248.48,0.2,-9999,80.14,0.088,-9999,113.3,32.36,66.0,40.0,-9999,68.0,34.0,-9999,12.4,406.0,2.6,0.9,4.7,1.5,16.3,408.009,0.016,361.5,367.2,0.00295,0.000471,9.2e-05,0.75,0.26,-9999,1.39,0.34,-9999,0,58662.2478081976,1.9e-09,58662.24768585,5.3e-09,0.00027,0.00019,-6.0,1.5,-0.4,3.6,583.5,400.2,400.2,365131.881,367225,0.41,0
FRB20190630A,-9999,FRB20190117A,331.71,0.15,-9999,17.37,0.26,-9999,76.31,-30.23,12.5,6.9,-9999,-9999.0,-9999.0,-9999,19.4,401.1,0.0,5.6,0.0,10.6,31.2,392.438,0.026,344.3,352.4,0.02163,0.00518,0.00041,0.4,0.14,-9999,4.8,0.86,-9999,0,58664.4824588646,3.9e-09,58664.4823411862,8.7e-09,0.00075,0.00029,42.2,4.4,-121.0,12.0,547.1,415.1,476.6,553094.302,553273,0.556,0
FRB20190630D,-9999,-9999,143.36,0.2,-9999,8.9,0.25,-9999,224.58,39.91,12.0,6.6,-9999,-9999.0,-9999.0,-9999,19.1,321.9,0.0,1.3,0.0,2.3,19.7,323.5174,0.0041,279.8,287.3,0.00197,<0.00063,-9999.0,1.73,0.51,-9999,2.6,0.75,-9999,0,58664.9582637494,1.7e-09,58664.9581667379,2.1e-09,0.000555,4e-05,-2.3,1.3,-1.6,2.1,780.6,400.2,400.2,230876.012,229818,0.631,0
FRB20190701A,-9999,-9999,277.47,0.21,-9999,59.04,0.22,-9999,88.29,25.72,23.0,14.0,-9999,-9999.0,-9999.0,-9999,12.1,635.7,0.0,1.8,0.0,3.0,14.6,637.0934,0.0036,582.8,587.8,0.00197,<0.00072,-9999.0,1.26,0.25,-9999,1.7,0.29,-9999,0,58665.3279215249,2.5e-09,58665.3277304831,2.8e-09,0.000608,5.7e-05,-1.1,1.5,3.3,1.9,800.2,400.2,800.2,341779.3,341690,0.451,0
FRB20190701B,-9999,-9999,302.93,0.22,-9999,80.18,0.24,-9999,112.88,23.4,69.0,38.0,-9999,70.0,33.0,-9999,15.0,748.9,5.1,1.7,9.6,3.3,17.5,749.114,0.011,687.6,688.1,0.00295,0.00034,0.00011,1.1,0.49,-9999,1.9,0.72,-9999,0,58665.4102250642,2.9e-09,58665.4100004314,4.5e-09,0.00063,0.00013,3.9,1.7,-11.8,3.1,732.8,400.2,471.5,329229.311,330137,0.47,0
FRB20190701D,-9999,-9999,112.1,0.18,-9999,66.7,0.16,-9999,149.28,28.38,34.0,15.0,-9999,-9999.0,-9999.0,-9999,34.4,934.9,0.0,3.4,0.0,6.3,44.8,933.3629,0.0097,877.4,879.4,0.00885,0.00153,0.0002,1.33,0.67,-9999,8.6,3.6,-9999,0,58665.8709247358,3.3e-09,58665.8706448533,4.4e-09,0.00140,0.00012,6.49,0.75,-20.9,1.6,651.8,400.2,467.6,358566.724,354457,0.431,0
FRB20190701E,-9999,-9999,138.57,0.19,-9999,61.71,0.036,-9999,153.27,40.37,15.0,14.0,-9999,-9999.0,-9999.0,-9999,15.2,888.0,0.0,1.3,0.0,2.3,16.7,890.4771,0.0081,848.1,857.0,0.00295,0.00067,0.00015,0.68,0.28,-9999,2.0,0.49,-9999,0,58665.9389301907,3.5e-09,58665.9386631681,4.3e-09,0.00042,0.00015,0.3,1.4,-5.1,2.2,800.2,400.2,410.3,359241.191,356889,0.427,0
